Rank,Nome,SMILES,Formula,Score,CNS_MPO,BBB,MW,LogP,TPSA,HBD,HBA,SA_Score,Strain_kcal,N_Sistemas,Sistemas,N_Alertas,Estrategia
319,NZK3b_quinuclidinona_C4_ciclopentilpiperazina,O=C1CC2CCN1CC2CCCCC1CCC(N2CCNCC2)C1,C20H35N3O,0.6115,5.89,ALTA,333.3,2.49,35.6,1,3,7.5,,1,serotoninergico,0,core+link+h3sig
320,NZK3a_tropanol_C3_pyrimidilpiperazina,NC1CC2CCC1CC2OCCCc1cnc(N2CCNCC2)nc1,C19H31N5O,0.6107,5.5,ALTA,345.3,1.35,76.3,2,6,6.6,,1,serotoninergico,0,core+link+pip
321,NZK3c_piridilpiperazina_C3_benzotiofeno,c1cc(CCCc2ccc3sccc3c2)nc(N2CCNCC2)c1,C20H23N3S,0.6101,4.57,ALTA,337.2,3.88,28.2,1,4,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
322,NZK3b_3OH_quinuclidina_C2_piperidinimidazol,OC1CC2CCN1CC2CCc1cn(C2CCNCC2)cn1,C17H28N4O,0.6095,5.5,ALTA,304.2,1.4,53.3,2,5,6.5,,1,serotoninergico,0,core+link+h3sig
323,NZK3b_3OH_quinuclidina_C3_piperidinimidazol,OC1CC2CCN1CC2CCCc1cn(C2CCNCC2)cn1,C18H30N4O,0.6095,5.5,ALTA,318.2,1.79,53.3,2,5,6.5,,1,serotoninergico,0,core+link+h3sig
324,NZK3a_tropanol_C4_pyrimidilpiperazina,NC1CC2CCC1CC2OCCCCc1cnc(N2CCNCC2)nc1,C20H33N5O,0.6093,5.5,ALTA,359.3,1.74,76.3,2,6,6.7,,1,serotoninergico,0,core+link+pip
325,NZK3c_pyrimidilpiperazina_C4_benzotiofeno,c1cc(CCCCc2ccc3sccc3c2)nc(N2CCNCC2)n1,C20H24N4S,0.6092,5.08,ALTA,352.2,3.67,41.0,1,5,3.2,,1,serotoninergico,0,pip+link+indol
326,NZK3d_3OH_quinuclidina_C2OC_pirazina_amida,O=C(NCOCC1CN2CCC1CC2O)c1cnccn1,C14H20N4O3,0.6091,5.5,MÉDIA,292.2,-0.16,87.6,2,6,6.2,,4,colinergico|dopaminergico|glutamatergico|pde,0,core+link+nmda
327,NZK3d_azanorbornano_C2OC_glicinamida,NC(=O)CNCOCN1CC2CCC1C2,C10H19N3O2,0.6091,5.5,ALTA,213.1,-0.52,67.6,2,4,4.2,,1,noradrenergico,0,core+link+nmda
328,NZK3a_tropanol_C3_benzisoxazolpip,NC1CC2CCC1CC2OCCCc1ccc2c(N3CCNCC3)noc2c1,C22H32N4O2,0.609,5.23,ALTA,384.3,2.7,76.5,2,6,7.5,,2,colinergico|serotoninergico,0,core+link+pip
329,NZK3d_azanorbornano_C2_glicinamida,NC(=O)CNCCN1CC2CCC1C2,C10H19N3O,0.609,5.5,ALTA,197.2,-0.45,58.4,2,3,4.2,,1,serotoninergico,0,core+link+nmda
330,NZK3d_azanorbornano_C3_glicinamida,NC(=O)CNCCCN1CC2CCC1C2,C11H21N3O,0.609,5.5,ALTA,211.2,-0.06,58.4,2,3,4.2,,1,serotoninergico,0,core+link+nmda
331,NZK3d_azanorbornano_C4_glicinamida,NC(=O)CNCCCCN1CC2CCC1C2,C12H23N3O,0.609,5.5,ALTA,225.2,0.33,58.4,2,3,4.2,,1,serotoninergico,0,core+link+nmda
332,NZK3c_piridilpiperazina_C3NH_benzotiofeno,c1cc(CCCNc2ccc3sccc3c2)nc(N2CCNCC2)c1,C20H24N4S,0.6089,4.5,ALTA,352.2,3.75,40.2,2,5,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
333,NZK3c_benzisoxazolpip_C3_indol,c1cc(CCCc2ccc3[nH]ccc3c2)c2onc(N3CCNCC3)c2c1,C22H24N4O,0.6086,4.35,ALTA,360.2,3.89,57.1,2,4,4.0,,3,colinergico|dopaminergico|serotoninergico,0,pip+link+indol
334,NZK3b_3OH_quinuclidina_C4_piperidinimidazol,OC1CC2CCN1CC2CCCCc1cn(C2CCNCC2)cn1,C19H32N4O,0.6082,5.5,ALTA,332.3,2.18,53.3,2,5,6.6,,1,serotoninergico,0,core+link+h3sig
335,NZK3b_quinuclidina_C4_fenoxipiperidina,c1cc(OC2CCNCC2)ccc1CCCCC1CC2CCN1CC2,C22H34N2O,0.6073,4.35,ALTA,342.3,4.01,24.5,1,3,4.1,,3,dopaminergico|histaminergico|serotoninergico,0,core+link+h3sig
336,NZK3c_clorofenilpip_C3NH_pirrolopiridina,Clc1ccc(N2CCNCC2)cc1CCCNc1cnc2cc[nH]c2c1,C20H24ClN5,0.6073,4.01,ALTA,369.2,3.67,56.0,3,4,3.4,,3,dopaminergico|pde|serotoninergico,0,pip+link+indol
337,NZK3c_clorofenilpip_C3NH_indazol,Clc1ccc(N2CCNCC2)cc1CCCNc1ccc2[nH]ncc2c1,C20H24ClN5,0.6066,4.01,ALTA,369.2,3.67,56.0,3,4,3.4,,3,dopaminergico|pde|serotoninergico,0,pip+link+indol
338,NZK3d_3OH_quinuclidina_C2OC_aminoisoxazol,OC1CC2CCN1CC2COCNc1ccno1,C12H19N3O3,0.6065,5.5,ALTA,253.1,0.72,70.8,2,6,6.2,,2,colinergico|glutamatergico,0,core+link+nmda
339,NZK3a_pirrolidina_C2OC_fenilpiperazina,c1cc(N2CCNCC2)ccc1COCC1CCCN1,C16H25N3O,0.6064,5.41,ALTA,275.2,1.36,36.5,2,4,3.5,,4,colinergico|dopaminergico|histaminergico|serotoninergico,1,core+link+pip
340,NZK3b_quinuclidina_C4_benzimidazol,c1nc2cc(CCCCC3CC4CCN3CC4)ccc2[nH]1,C18H25N3,0.6064,4.79,ALTA,283.2,3.76,31.9,1,2,4.1,,2,colinergico|dopaminergico,0,core+link+h3sig
341,NZK3c_clorofenilpip_C3_pirrolopiridina,Clc1ccc(N2CCNCC2)cc1CCCc1cnc2cc[nH]c2c1,C20H23ClN4,0.6064,4.45,ALTA,354.2,3.8,44.0,2,3,3.3,,2,pde|serotoninergico,0,pip+link+indol
342,NZK3d_azanorbornano_C2_oxadiazol_amino,c1onnc1NCCN1CC2CCC1C2,C10H16N4O,0.6059,6.0,ALTA,208.1,0.97,54.2,1,5,4.3,,0,,0,core+link+nmda
343,NZK3a_azanorbornano_C3NH_triazinpiperazina,c1nc(NCCCN2CC3CCC2C3)nc(N2CCNCC2)n1,C16H27N7,0.6055,5.5,ALTA,317.2,0.57,69.2,2,7,4.6,,1,serotoninergico,0,core+link+pip
344,NZK3c_clorofenilpip_C3_indazol,Clc1ccc(N2CCNCC2)cc1CCCc1ccc2[nH]ncc2c1,C20H23ClN4,0.6055,4.45,ALTA,354.2,3.8,44.0,2,3,3.3,,2,dopaminergico|serotoninergico,0,pip+link+indol
345,NZK3d_azanorbornano_C2OC_oxadiazol_amino,c1onnc1NCOCN1CC2CCC1C2,C10H16N4O2,0.6055,6.0,ALTA,224.1,0.9,63.4,1,6,4.3,,0,,0,core+link+nmda
346,NZK3a_piperidina_C2OC_fenilpiperazina,c1cc(N2CCNCC2)ccc1COCC1CCCNC1,C17H27N3O,0.6045,5.41,ALTA,289.2,1.61,36.5,2,4,3.5,,4,colinergico|dopaminergico|histaminergico|serotoninergico,1,core+link+pip
347,NZK3d_quinuclidinona_C2OC_oxadiazol_amino,O=C1CC2CCN1CC2COCNc1conn1,C11H16N4O3,0.6039,6.0,MÉDIA,252.1,0.32,80.5,1,6,5.4,,2,colinergico|serotoninergico,0,core+link+nmda
348,NZK3d_3OH_quinuclidina_C2_glicinamida,NC(=O)CNCCC1CN2CCC1CC2O,C11H21N3O2,0.6033,5.0,ALTA,227.2,-0.89,78.6,3,4,6.1,,3,colinergico|dopaminergico|serotoninergico,0,core+link+nmda
349,NZK3d_3OH_quinuclidina_C3_glicinamida,NC(=O)CNCCCC1CN2CCC1CC2O,C12H23N3O2,0.6031,5.0,ALTA,241.2,-0.5,78.6,3,4,6.1,,3,colinergico|dopaminergico|serotoninergico,0,core+link+nmda
350,NZK3c_fenilpiperazina_C2OC_benzotiofeno,c1cc(COCc2ccc3sccc3c2)cc(N2CCNCC2)c1,C20H22N2OS,0.603,4.33,ALTA,338.1,4.03,24.5,1,4,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
351,NZK3d_3OH_quinuclidina_C4_glicinamida,NC(=O)CNCCCCC1CN2CCC1CC2O,C13H25N3O2,0.6028,5.0,ALTA,255.2,-0.11,78.6,3,4,6.1,,3,colinergico|dopaminergico|serotoninergico,0,core+link+nmda
352,NZK3a_3OH_quinuclidina_C2OC_piridilpiperazina,OC1CC2CCN1CC2COCc1ccc(N2CCNCC2)nc1,C18H28N4O2,0.6025,5.5,ALTA,332.2,0.67,60.9,2,6,6.6,,2,colinergico|serotoninergico,0,core+link+pip
353,NZK3b_azanorbornano_C3_ciclopentilpiperazina,C(CC1CCC(N2CCNCC2)C1)CN1CC2CCC1C2,C18H33N3,0.6025,5.46,ALTA,291.3,2.33,18.5,1,3,6.4,,1,serotoninergico,0,core+link+h3sig
354,NZK3c_fenilpiperazina_C3_indol,c1cc(CCCc2ccc3[nH]ccc3c2)cc(N2CCNCC2)c1,C21H25N3,0.6021,4.27,ALTA,319.2,3.75,31.1,2,2,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
355,NZK3d_3OH_quinuclidina_C2_oxadiazol_amino,OC1CC2CCN1CC2CCNc1conn1,C11H18N4O2,0.602,5.5,ALTA,238.1,0.53,74.4,2,6,6.2,,2,colinergico|dopaminergico,0,core+link+nmda
356,NZK3a_3OH_quinuclidina_C2_pyrimidilpiperazina,OC1CC2CCN1CC2CCc1cnc(N2CCNCC2)nc1,C17H27N5O,0.6013,5.5,ALTA,317.2,0.48,64.5,2,6,6.5,,2,colinergico|serotoninergico,0,core+link+pip
357,NZK3a_pirrolidina_C2_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCC1CCCN1,C16H25N3,0.6007,5.18,ALTA,259.2,1.78,27.3,2,3,3.5,,4,colinergico|dopaminergico|histaminergico|serotoninergico,1,core+link+pip
358,NZK3a_3OH_quinuclidina_C2OC_pyrimidilpiperazina,OC1CC2CCN1CC2COCc1cnc(N2CCNCC2)nc1,C17H27N5O2,0.6002,5.5,ALTA,333.2,0.06,73.8,2,7,6.6,,2,colinergico|serotoninergico,0,core+link+pip
359,NZK3a_pirrolidina_C3_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCCC1CCCN1,C17H27N3,0.6001,5.18,ALTA,273.2,2.17,27.3,2,3,3.5,,4,colinergico|dopaminergico|histaminergico|serotoninergico,1,core+link+pip
360,NZK3b_quinuclidina_C2OC_ciclopentilpiperazina,C1CN(C2CCC(COCC3CC4CCN3CC4)C2)CCN1,C18H33N3O,0.6001,5.69,ALTA,307.3,1.56,27.7,1,4,5.9,,0,,0,core+link+h3sig
361,NZK3a_3OH_quinuclidina_C3_pyrimidilpiperazina,OC1CC2CCN1CC2CCCc1cnc(N2CCNCC2)nc1,C18H29N5O,0.5999,5.5,ALTA,331.2,0.87,64.5,2,6,6.6,,2,colinergico|serotoninergico,0,core+link+pip
362,NZK3c_clorofenilpip_C2OC_indol,Clc1ccc(N2CCNCC2)cc1COCc1ccc2[nH]ccc2c1,C20H22ClN3O,0.5998,4.3,ALTA,355.1,3.95,40.3,2,3,3.3,,2,dopaminergico|serotoninergico,0,pip+link+indol
363,NZK3a_quinuclidinona_C2OC_triazinpiperazina,O=C1CC2CCN1CC2COCc1ncnc(N2CCNCC2)n1,C16H24N6O2,0.599,6.0,MÉDIA,332.2,-0.33,83.5,1,7,5.9,,2,colinergico|serotoninergico,0,core+link+pip
364,NZK3a_3OH_quinuclidina_C2_triazinpiperazina,OC1CC2CCN1CC2CCc1ncnc(N2CCNCC2)n1,C16H26N6O,0.5988,5.5,ALTA,318.2,-0.13,77.4,2,7,6.6,,2,colinergico|serotoninergico,0,core+link+pip
365,NZK3a_pirrolidina_C4_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCCCC1CCCN1,C18H29N3,0.5988,5.15,ALTA,287.2,2.56,27.3,2,3,3.5,,4,colinergico|dopaminergico|histaminergico|serotoninergico,1,core+link+pip
366,NZK3c_benzisoxazolpip_C2_benzotiofeno,c1cc(CCc2ccc3sccc3c2)c2onc(N3CCNCC3)c2c1,C21H21N3OS,0.5988,4.49,ALTA,363.1,4.24,41.3,1,5,3.9,,2,colinergico|serotoninergico,0,pip+link+indol
367,NZK3a_3OH_quinuclidina_C3_triazinpiperazina,OC1CC2CCN1CC2CCCc1ncnc(N2CCNCC2)n1,C17H28N6O,0.5987,5.5,ALTA,332.2,0.26,77.4,2,7,6.6,,2,colinergico|serotoninergico,0,core+link+pip
368,NZK3a_tropanol_C3NH_piridilpiperazina,NC1CC2CCC1CC2OCCCNc1ccc(N2CCNCC2)nc1,C20H33N5O,0.5987,5.0,ALTA,359.3,1.83,75.4,3,6,6.7,,1,serotoninergico,0,core+link+pip
369,NZK3c_fenilpiperazina_C3NH_indol,c1cc(CCCNc2ccc3[nH]ccc3c2)cc(N2CCNCC2)c1,C21H26N4,0.5987,4.13,ALTA,334.2,3.62,43.1,3,3,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
370,NZK3a_quinuclidinona_C3NH_triazinpiperazina,O=C1CC2CCN1CC2CCCNc1ncnc(N2CCNCC2)n1,C17H27N7O,0.5986,5.5,MÉDIA,345.2,0.34,86.3,2,7,5.9,,3,colinergico|dopaminergico|serotoninergico,0,core+link+pip
371,NZK3a_3OH_quinuclidina_C4_triazinpiperazina,OC1CC2CCN1CC2CCCCc1ncnc(N2CCNCC2)n1,C18H30N6O,0.5985,5.5,ALTA,346.2,0.65,77.4,2,7,6.6,,2,colinergico|serotoninergico,0,core+link+pip
372,NZK3c_piridilpiperazina_C4_benzotiofeno,c1cc(CCCCc2ccc3sccc3c2)nc(N2CCNCC2)c1,C21H25N3S,0.5983,4.18,ALTA,351.2,4.27,28.2,1,4,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
373,NZK3a_tropanol_C4_benzisoxazolpip,NC1CC2CCC1CC2OCCCCc1ccc2c(N3CCNCC3)noc2c1,C23H34N4O2,0.5971,4.88,ALTA,398.3,3.09,76.5,2,6,7.6,,2,colinergico|serotoninergico,0,core+link+pip
374,NZK3b_tropanol_C2_imidazol,NC1CC2CCC1CC2OCCc1c[nH]cn1,C13H21N3O,0.597,5.5,ALTA,235.2,1.49,63.9,2,3,6.2,,0,,0,core+link+h3sig
375,NZK3c_benzisoxazolpip_C3NH_indazol,c1cc(CCCNc2ccc3[nH]ncc3c2)c2onc(N3CCNCC3)c2c1,C21H24N6O,0.597,4.48,ALTA,376.2,3.16,82.0,3,6,4.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
376,NZK3c_benzisoxazolpip_C4_indazol,c1cc(CCCCc2ccc3[nH]ncc3c2)c2onc(N3CCNCC3)c2c1,C22H25N5O,0.5954,4.46,ALTA,375.2,3.68,70.0,2,5,4.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
377,NZK3b_tropanol_C2_benzimidazol,NC1CC2CCC1CC2OCCc1ccc2[nH]cnc2c1,C17H23N3O,0.5946,5.43,ALTA,285.2,2.64,63.9,2,3,6.5,,0,,0,core+link+h3sig
378,NZK3c_fenilpiperazina_C2_benzotiofeno,c1cc(CCc2ccc3sccc3c2)cc(N2CCNCC2)c1,C20H22N2S,0.5944,4.04,ALTA,322.2,4.1,15.3,1,3,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
379,NZK3b_azanorbornano_C2OC_ciclopentilpiperazina,C1CN(C2CCC(COCN3CC4CCC3C4)C2)CCN1,C17H31N3O,0.5943,5.69,ALTA,293.2,1.52,27.7,1,4,6.4,,0,,0,core+link+h3sig
380,NZK3b_3OH_quinuclidina_C3NH_piperidinimidazol,OC1CC2CCN1CC2CCCNc1cn(C2CCNCC2)cn1,C18H31N5O,0.594,5.0,ALTA,333.3,1.66,65.3,3,6,6.6,,1,serotoninergico,0,core+link+h3sig
381,NZK3d_azanorbornano_C3NH_glicinamida,NC(=O)CNNCCCN1CC2CCC1C2,C11H22N4O,0.5935,5.0,ALTA,226.2,-0.56,70.4,3,4,4.2,,1,serotoninergico,0,core+link+nmda
382,NZK3b_quinuclidina_C2_ciclopentilpiperazina,C1CN(C2CCC(CCC3CC4CCN3CC4)C2)CCN1,C18H33N3,0.5934,5.46,ALTA,291.3,2.33,18.5,1,3,5.9,,0,,0,core+link+h3sig
383,NZK3b_quinuclidinona_C2OC_adamantanamina,NC1(CCOCC2CN3CCC2CC3=O)CC2CC3CC(C2)CC1C3,C21H34N2O2,0.5934,5.85,ALTA,346.3,2.81,55.6,1,3,8.9,,1,colinergico,0,core+link+h3sig
384,NZK3b_tropanol_C2_piperidinimidazol,NC1CC2CCC1CC2OCCc1cn(C2CCNCC2)cn1,C18H30N4O,0.5934,5.5,ALTA,318.2,1.88,65.1,2,5,6.5,,0,,0,core+link+h3sig
385,NZK3b_quinuclidinona_C3NH_fenoxipiperidina,O=C1CC2CCN1CC2CCCNc1ccc(OC2CCNCC2)cc1,C21H31N3O2,0.5928,5.31,ALTA,357.2,2.88,53.6,2,4,6.0,,5,colinergico|dopaminergico|glutamatergico|histaminergico|serotoninergico,1,core+link+h3sig
386,NZK3c_benzisoxazolpip_C4_indol,c1cc(CCCCc2ccc3[nH]ccc3c2)c2onc(N3CCNCC3)c2c1,C23H26N4O,0.5927,3.86,ALTA,374.2,4.28,57.1,2,4,4.1,,3,colinergico|dopaminergico|serotoninergico,0,pip+link+indol
387,REF_pitolisant,Clc1ccccc1/C=C/c1ccc(OCC2CCCN2)cc1,C19H20ClNO,0.5919,3.71,ALTA,313.1,4.64,21.3,1,2,3.6,,2,histaminergico|noradrenergico,0,referencia
388,NZK3d_quinuclidinona_C3NH_glicinamida,NC(=O)CNNCCCC1CN2CCC1CC2=O,C12H22N4O2,0.5918,5.0,MÉDIA,254.2,-0.79,87.5,3,4,5.3,,3,colinergico|dopaminergico|serotoninergico,0,core+link+nmda
389,NZK3c_clorofenilpip_C2_indol,Clc1ccc(N2CCNCC2)cc1CCc1ccc2[nH]ccc2c1,C20H22ClN3,0.5911,4.01,ALTA,339.2,4.02,31.1,2,2,3.3,,2,dopaminergico|serotoninergico,0,pip+link+indol
390,NZK3c_clorofenilpip_C4_indazol,Clc1ccc(N2CCNCC2)cc1CCCCc1ccc2[nH]ncc2c1,C21H25ClN4,0.5908,4.0,ALTA,368.2,4.19,44.0,2,3,3.4,,2,dopaminergico|serotoninergico,0,pip+link+indol
391,NZK3d_azanorbornano_C3NH_oxadiazol_amino,c1onnc1NNCCCN1CC2CCC1C2,C11H19N5O,0.5905,5.5,ALTA,237.2,0.86,66.2,2,6,4.3,,0,,0,core+link+nmda
392,NZK3b_quinuclidina_C3_ciclopentilpiperazina,C(CC1CCC(N2CCNCC2)C1)CC1CC2CCN1CC2,C19H35N3,0.5903,5.36,ALTA,305.3,2.71,18.5,1,3,5.9,,0,,0,core+link+h3sig
393,NZK3c_fenilpiperazina_C4_indol,c1cc(CCCCc2ccc3[nH]ccc3c2)cc(N2CCNCC2)c1,C22H27N3,0.5903,3.88,ALTA,333.2,4.14,31.1,2,2,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
394,NZK3a_quinuclidina_C2OC_fenilpiperazina,c1cc(N2CCNCC2)ccc1COCC1CC2CCN1CC2,C19H29N3O,0.5901,5.69,ALTA,315.2,2.1,27.7,1,4,4.1,,3,dopaminergico|histaminergico|serotoninergico,1,core+link+pip
395,NZK3b_3OH_quinuclidina_C2OC_imidazol,OC1CC2CCN1CC2COCc1c[nH]cn1,C12H19N3O2,0.5889,5.5,ALTA,237.1,0.59,61.4,2,4,6.2,,1,colinergico,0,core+link+h3sig
396,NZK3b_azanorbornano_C2_ciclopentilpiperazina,C1CN(C2CCC(CCN3CC4CCC3C4)C2)CCN1,C17H31N3,0.5885,5.46,ALTA,277.3,1.94,18.5,1,3,6.4,,0,,0,core+link+h3sig
397,NZK3d_tropanol_C2OC_aminoisoxazol,NC1CC2CCC1CC2OCOCNc1ccno1,C13H21N3O3,0.5882,5.5,ALTA,267.2,1.55,82.5,2,6,6.2,,1,glutamatergico,0,core+link+nmda
398,NZK3b_quinuclidina_C3NH_ciclopentilpiperazina,C(CNC1CCC(N2CCNCC2)C1)CC1CC2CCN1CC2,C19H36N4,0.5881,5.26,ALTA,320.3,1.67,30.5,2,4,5.9,,0,,0,core+link+h3sig
399,NZK3d_quinuclidinona_C3NH_oxadiazol_amino,O=C1CC2CCN1CC2CCCNNc1conn1,C12H19N5O2,0.5881,5.5,MÉDIA,265.2,0.64,83.3,2,6,5.4,,2,colinergico|serotoninergico,0,core+link+nmda
400,NZK3d_3OH_quinuclidina_C3_oxadiazol_amino,OC1CC2CCN1CC2CCCNc1conn1,C12H20N4O2,0.5874,5.5,ALTA,252.2,0.92,74.4,2,6,6.2,,1,colinergico,0,core+link+nmda
401,NZK3a_quinuclidinona_C2OC_fenilpiperazina,O=C1CC2CCN1CC2COCc1ccc(N2CCNCC2)cc1,C19H27N3O2,0.586,6.0,ALTA,329.2,1.48,44.8,1,4,5.8,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
402,NZK3a_tropanol_C2OC_benzisoxazolpip,NC1CC2CCC1CC2OCOCc1ccc2c(N3CCNCC3)noc2c1,C21H30N4O3,0.585,5.31,ALTA,386.2,2.24,85.8,2,7,7.5,,2,colinergico|serotoninergico,0,core+link+pip
403,NZK3b_azanorbornano_C4_ciclopentilpiperazina,C(CCN1CC2CCC1C2)CC1CCC(N2CCNCC2)C1,C19H35N3,0.585,5.36,ALTA,305.3,2.71,18.5,1,3,6.4,,0,,0,core+link+h3sig
404,NZK3a_tropanol_C2_pyrimidilpiperazina,NC1CC2CCC1CC2OCCc1cnc(N2CCNCC2)nc1,C18H29N5O,0.5847,5.5,ALTA,331.2,0.96,76.3,2,6,6.6,,1,serotoninergico,0,core+link+pip
405,NZK3b_azanorbornano_C4_fenoxipiperidina,c1cc(OC2CCNCC2)ccc1CCCCN1CC2CCC1C2,C21H32N2O,0.5839,4.74,ALTA,328.3,3.62,24.5,1,3,4.6,,1,histaminergico,0,core+link+h3sig
406,NZK3a_piperidina_C2_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCC1CCCNC1,C17H27N3,0.5836,5.18,ALTA,273.2,2.03,27.3,2,3,3.5,,3,dopaminergico|histaminergico|serotoninergico,1,core+link+pip
407,NZK3a_quinuclidinona_C2_fenilpiperazina,O=C1CC2CCN1CC2CCc1ccc(N2CCNCC2)cc1,C19H27N3O,0.5832,5.89,ALTA,313.2,1.9,35.6,1,3,5.8,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
408,NZK3a_piperidina_C3_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCCC1CCCNC1,C18H29N3,0.5831,5.18,ALTA,287.2,2.42,27.3,2,3,3.5,,3,dopaminergico|histaminergico|serotoninergico,1,core+link+pip
409,NZK3b_quinuclidina_C4_ciclopentilpiperazina,C(CCC1CC2CCN1CC2)CC1CCC(N2CCNCC2)C1,C20H37N3,0.5828,5.11,ALTA,319.3,3.1,18.5,1,3,5.9,,0,,0,core+link+h3sig
410,NZK3b_azanorbornano_C3NH_ciclopentilpiperazina,C(CNC1CCC(N2CCNCC2)C1)CN1CC2CCC1C2,C18H34N4,0.5828,5.26,ALTA,306.3,1.28,30.5,2,4,6.4,,0,,0,core+link+h3sig
411,NZK3c_benzisoxazolpip_C3NH_pirrolopiridina,c1cc(CCCNc2cnc3cc[nH]c3c2)c2onc(N3CCNCC3)c2c1,C21H24N6O,0.5828,4.48,ALTA,376.2,3.16,82.0,3,6,4.2,,1,serotoninergico,0,pip+link+indol
412,NZK3a_quinuclidinona_C3_fenilpiperazina,O=C1CC2CCN1CC2CCCc1ccc(N2CCNCC2)cc1,C20H29N3O,0.5827,5.89,ALTA,327.2,2.29,35.6,1,3,5.8,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
413,NZK3c_fenilpiperazina_C3_benzotiofeno,c1cc(CCCc2ccc3sccc3c2)cc(N2CCNCC2)c1,C21H24N2S,0.5827,3.65,ALTA,336.2,4.49,15.3,1,3,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
414,NZK3c_fenilpiperazina_C3NH_benzotiofeno,c1cc(CCCNc2ccc3sccc3c2)cc(N2CCNCC2)c1,C21H25N3S,0.5815,3.58,ALTA,351.2,4.36,27.3,2,4,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
415,NZK3c_benzisoxazolpip_C2OC_benzotiofeno,c1cc(COCc2ccc3sccc3c2)c2onc(N3CCNCC3)c2c1,C21H21N3O2S,0.5814,4.44,ALTA,379.1,4.17,50.5,1,6,4.0,,1,serotoninergico,0,pip+link+indol
416,NZK3c_benzisoxazolpip_C4_pirrolopiridina,c1cc(CCCCc2cnc3cc[nH]c3c2)c2onc(N3CCNCC3)c2c1,C22H25N5O,0.5813,4.46,ALTA,375.2,3.68,70.0,2,5,4.2,,1,serotoninergico,0,pip+link+indol
417,NZK3a_tropanol_C4_triazinpiperazina,NC1CC2CCC1CC2OCCCCc1ncnc(N2CCNCC2)n1,C19H32N6O,0.5811,5.5,ALTA,360.3,1.14,89.2,2,7,6.8,,1,serotoninergico,0,core+link+pip
418,NZK3c_clorofenilpip_C2OC_benzotiofeno,Clc1ccc(N2CCNCC2)cc1COCc1ccc2sccc2c1,C20H21ClN2OS,0.5811,3.69,ALTA,372.1,4.68,24.5,1,4,3.3,,2,dopaminergico|serotoninergico,0,pip+link+indol
419,NZK3a_pirrolidina_C3NH_fenilpiperazina,c1cc(N2CCNCC2)ccc1NCCCC1CCCN1,C17H28N4,0.581,4.98,ALTA,288.2,2.04,39.3,3,4,3.5,,3,dopaminergico|histaminergico|serotoninergico,1,core+link+pip
420,NZK3c_clorofenilpip_C3_indol,Clc1ccc(N2CCNCC2)cc1CCCc1ccc2[nH]ccc2c1,C21H24ClN3,0.5795,3.62,ALTA,353.2,4.41,31.1,2,2,3.3,,2,dopaminergico|serotoninergico,0,pip+link+indol
421,NZK3d_tropanol_C3_pirazina_amida,NC1CC2CCC1CC2OCCCNC(=O)c1cnccn1,C16H24N4O2,0.579,5.5,MÉDIA,304.2,1.13,90.1,2,5,6.2,,2,glutamatergico|pde,0,core+link+nmda
422,NZK3c_benzisoxazolpip_C3NH_indol,c1cc(CCCNc2ccc3[nH]ccc3c2)c2onc(N3CCNCC3)c2c1,C22H25N5O,0.5787,3.88,ALTA,375.2,3.76,69.1,3,5,4.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
423,NZK3d_tropanol_C4_pirazina_amida,NC1CC2CCC1CC2OCCCCNC(=O)c1cnccn1,C17H26N4O2,0.5787,5.5,MÉDIA,318.2,1.52,90.1,2,5,6.2,,2,glutamatergico|pde,0,core+link+nmda
424,NZK3a_quinuclidinona_C4_fenilpiperazina,O=C1CC2CCN1CC2CCCCc1ccc(N2CCNCC2)cc1,C21H31N3O,0.5785,5.8,ALTA,341.2,2.68,35.6,1,3,5.9,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
425,NZK3a_piperidina_C3NH_fenilpiperazina,c1cc(N2CCNCC2)ccc1NCCCC1CCCNC1,C18H30N4,0.5785,4.98,ALTA,302.2,2.29,39.3,3,4,3.5,,3,dopaminergico|histaminergico|serotoninergico,1,core+link+pip
